Source,Destination
111435079858164240138,110865239138634754687
109813811254829685344,109596373340495798827
108208513736292177751,111965319170155055546
114346317659753507000,108202274299391625681
111983095812878629768,113506898598086193893
110865239138634754687,111633725541752229957
113340344488226387361,107055831699570675932
115958937168985975805,106812353891907639293
115243459806091371553,113069090773132071782
113127486243987630038,114717554329322767813
105598331474460267998,111910200485959385328
110276241285032138769,116539512926812481317
117388252776312694644,111499908439497508351
113859540036726448291,103147347309732225253
113764089012565237302,115858612877723984178
104679138423679974698,102556961352393259945
105706178492556563330,104482086818095930400
105126600602218044918,108869749635348559485
108896556048763968559,117421021456205115327
107022061436866576067,108094760132961329912
114503806689722509896,112472063587247013272
101052845941647002594,102725109790365996602
107831413340697273273,114699336529956127102
116339430670263519533,117220229319287930142
113764089012565237302,104974535027939443031
100333543044473222310,103454297475480511679
102665200552377966664,117115495439924792722
114744510189908480227,112859244767729828637
111035851894814840076,111056444123779199997
107156755577155979497,112216705550566244316
105248484118148978714,103809839833065657064
103020757351652425388,108056398297424061653
115623252983295760522,103389452828130864950
113581596275616200424,118323006760401758037
117920836752193813135,108189587050871927619
107959790171356428064,113523342129587107920
109486203725207616885,107140884077582692033
108849711147881315177,118301801570268856235
112456998320142661662,116785581294120406864
103145081878594422544,107111579950257773726
117465496456103763317,103345707817934461425
107379489464447013340,107358865307002159479
107236664740300085612,116819601264686093434
113384490254116477731,111711145986835145800
111435079858164240138,110818385850684816555
110446538727989465968,103341723446617438320
113581596275616200424,100377940347053808663
103100496883422151101,115963821022986200770
114466969251209334825,101547242940587948399
104974535027939443031,106467891941793155295
114092052797730247075,105421360534824524100
114287391248383368206,115360471097759949621
111162301399626566385,100432456209427807893
116200892915573902040,111056444123779199997
112707199408484711520,113117251731252114390
117527718645259277548,103693408904411606512
113524745665911089922,109193674823031718540
109596373340495798827,104560124403688998123
106682831104422461380,106189723444098348646
108736646334864181044,116059703588219590243
113581596275616200424,112960790583164686894
107612997855711957528,113929616350498302317
103693408904411606512,115772174763814642163
103103834116993607848,111479780226003223433
102204551868146455501,115490868856377625184
110446538727989465968,105312096129013929007
100763770877733610336,107111579950257773726
109596373340495798827,103100496883422151101
111135306200683567183,114930558215776389910
108736646334864181044,102341149880761839470
114742546997782116347,107869048080571449117
117220917963904171499,112623527164721797936
107760322959931160638,100275307499530023476
116513405135290689474,103647580612402146818
104679138423679974698,115924359456918546658
111135306200683567183,116594199576805510790
111400033629648464807,105237212888595777019
110276241285032138769,112333933532796782076
105015334290243649083,113710395888978478005
101682840338947184385,103997409386976193988
114122960748905067938,112844561713780016118
104679138423679974698,109398421611492546729
104064546334481015008,102604554618567108175
114688759411241407928,109325518935169286094
113261832667487932178,102648148748642147788
112555506420381923902,113144541265223594115
113340344488226387361,108208513736292177751
106808688302434879780,105551989431666449555
102404812583412769241,103140137391526341351
104250970445890717876,114629508960670409934
108094760132961329912,102600774742322762226
112658509879375652305,105000875740568674706
102476152658204495450,113111731715139693250
105545068944703206621,113493854651753327245
107111579950257773726,101052845941647002594
115106448444522478339,116394575739281318169
109454408494598337213,101817213052779787512
108986482395975467331,111091089527727420853
105015334290243649083,111121336912406932897
107926385284408156819,104424338679069151673
115541776543203333211,103030116155431184588
105539218412370809944,103484147548147545515
109398421611492546729,116721722877630861143
106914186897370535526,108172009599607363531
108322543021146059132,104174037294742207726
107959790171356428064,104038699355103594931
108056398297424061653,109813811254829685344
115541776543203333211,118015300804185508647
116719211656774388392,106707821265981413302
113180815516125966443,112710501221399450850
108362732635472987444,106532709318061274779
106682831104422461380,117344752225183656923
118230138066120295920,116899029375914044550
106448042991774980147,114985346359714431656
110446538727989465968,107523860527964908344
109486203725207616885,114031343427075940404
109486203725207616885,110277586713114187619
115243459806091371553,105601162334563131771
115459243651688775505,103111382143198287157
114301140286672625486,114516047414042281846
110348137481819778312,114951205049465295685
101692096009250888838,102607879302800614538
111293145978179424990,103111382143198287157
102034052532213921839,109895887909967698705
106612198252274444886,103321598587319677720
105539218412370809944,104737437767089317857
108322543021146059132,103795921262630398720
109596373340495798827,115216294530290003241
102255986016613110352,112764701986732618903
102915801446798382700,111395306401981598462
106324260969464307293,114345903275605514915
106324260969464307293,104577357381178665210
105668631124768022675,107358865307002159479
118299777136505117634,113116318008017777871
114742546997782116347,108219993075584340257
115530776534617554663,117741745713138927677
112658509879375652305,118175515740251550869
117270655453846612117,103997409386976193988
114516047414042281846,109964383582532868438
116339430670263519533,101265890424846702444
107527001343993112621,111004328782782734958
112333933532796782076,109596373340495798827
116766352265080910418,103825681530404900115
109823866624096356922,113684228229434604484
113261832667487932178,114850559479625069262
107323726887023845557,105445338044186927815
112799586715644830245,107404242080797040590
114928937512638769810,118418436905562612953
101052845941647002594,103795921262630398720
117791391761541223690,116805285176805120365
116634208853439812955,105803618710924334481
114742546997782116347,100856215453651990855
111159671558660040486,101261243957067319422
111162301399626566385,101748070371523002333
112658509879375652305,102965501513711820631
103341723446617438320,109009314991990113794
104987932455782713675,112063946124358686266
114345903275605514915,113495817446278394874
102096212439240784920,112265135089213955243
100555383096414009506,101265890424846702444
117115495439924792722,107318169263608653171
107367382218779881065,112063946124358686266
110276241285032138769,116721722877630861143
113116318008017777871,108854030482751403518
112696040957795558674,102128138296891622543
109596373340495798827,109923941665874520762
101035196437264488455,105706178492556563330
112188647432305746617,116200892915573902040
116374117927631468606,114274687956791581923
115111902757485641613,113116318008017777871
117297867503542100495,115744399689614835150
116766352265080910418,101350483659542128390
107318169263608653171,107602882044753150398
109596373340495798827,105557068601771362265
102607879302800614538,104998691047937243499
101261243957067319422,108172009599607363531
103341723446617438320,102128138296891622543
104064546334481015008,110454253627715621789
104424338679069151673,104458801156000551882
102522934609785480475,107332232527606860180
100447532306249738876,115093555862694271963
104602860284118862026,103984595971776502972
107318169263608653171,103061218133986046830
100555383096414009506,101346228744192401422
117746064116017163300,106204349636430606809
111142884289817620371,109412257237874861202
101157854606139706613,117840649766034848455
107182023412675026262,110100468009673900593
114345903275605514915,111910200485959385328
114247122654933033701,114151508338995369996
107991035368810507771,106950551569609292145
103833388179391400138,110818385850684816555
107545326706908151271,113154773924849387260
110347380425323822802,112063946124358686266
109823866624096356922,112425531150945810444
115221898088173734174,103100496883422151101
107926385284408156819,104560124403688998123
101222579319909953067,103721531088765428547
107797841320768724118,117691391504351341685
114345903275605514915,111004328782782734958
118230138066120295920,114987957963756854287
113217924531763968801,100523784851251213675
111860497034317566483,101333593083741950617
100535338638690515335,104233435224873922474
110348137481819778312,116366087532591682557
116513405135290689474,110656986166810342588
117410239624876462156,111527751772875860138
115018960949282516687,103171849011748425097
113340344488226387361,100432456209427807893
117270655453846612117,104553134624556200907
110865239138634754687,116445437433162945363
109446005446985447768,105118981108167668145
103861741370066605527,106075758531242552855
105363480331625813313,107182023412675026262
113691654116060042197,102150693225130002912
117698165607464864806,116046131107486389598
116539512926812481317,108998673146368660257
108056398297424061653,108066571890832937802
107625557514813177939,111058843129764709244
112188647432305746617,116539512926812481317
103693408904411606512,105620968080914847096
115772174763814642163,117465496456103763317
102179898810351096347,104998691047937243499
100043057758270223301,107951627396497689055
104644540170824315841,118207880179234484610
112658509879375652305,117068310245969878270
107140884077582692033,103697821787469756035
102829356913057400397,114308997625908526960
113523342129587107920,111910200485959385328
101682840338947184385,114951205049465295685
113550515771257787396,104167949686819312626
109877035555455451821,103429767916333774260
102965645472907300610,107151624355255036787
109829103207295789295,114919915226752492773
109813811254829685344,101748070371523002333
100490938532400683276,109813896768294978296
105146290850515029724,107159481602229362655
102648148748642147788,109201681846030076792
103020757351652425388,117108447922509773781
103103834116993607848,112528361054207070701
110615203095633370838,102150693225130002912
115947571425501492839,113116318008017777871
107727150903234299458,102889559256621132781
100856215453651990855,107590093667978669374
107831413340697273273,113699611323257837519
118230138066120295920,111649579223579960688
106724181552911298818,108082478497335384404
109130886479781915270,105076678694475690385
117377434815709898403,118170059441102440825
101174951617223562800,117840649766034848455
113130804065852101231,111288574156818690676
108346637271615594833,107590093667978669374
112737087024763980113,110938159137165455276
109823866624096356922,106812353891907639293
103145081878594422544,111677335179568356696
117297867503542100495,101235095970404720691
106862156479660675047,110560093627011023241
108346637271615594833,106636280351174936240
113114462378360775452,105844328547178759011
109823866624096356922,104441415299714065572
111035851894814840076,100313541166146935114
103912470393680459414,109443407918560334714
106862156479660675047,110446538727989465968
113581596275616200424,107367382218779881065
100487948960127602987,115788203615961124571
115111902757485641613,101849747879612982297
110446538727989465968,106198127150293840110
113064201123974964733,107736282424750070684
115578224090485355580,106525839712250107474
117286003363424561697,101817213052779787512
113127486243987630038,109042059733882129664
106612198252274444886,104484219049883711215
106898588952511738977,108082478497335384404
116200892915573902040,102341630040060852330
109602109099036550366,100623276740673202144
106944536119733342041,101765416973555767821
108736646334864181044,109398421611492546729
115221898088173734174,105557068601771362265
105959481511766460998,111401917971052287374
100555383096414009506,113882113745075873153
101748070371523002333,109642110729336476669
106930366760781442169,113117251731252114390
116214152295449083654,111091089527727420853
107959790171356428064,106450719398380308721
115772174763814642163,113180815516125966443
112527318327313368964,113004478335429508817
100070927167992422053,109140277806644720261
109318802055851257299,115710735637044108808
100447532306249738876,111121336912406932897
106955057806718560042,116899029375914044550
103150328351925153314,108439032486286528947
102817283354809142195,118051310819094153327
109596373340495798827,100275307499530023476
107323726887023845557,115064258994656104138
117680872003014443769,102556961352393259945
105598331474460267998,109454355652530787954
102854311912714900388,113351703941294630458
110865239138634754687,105668631124768022675
112799586715644830245,107808632970543448071
112696040957795558674,105545643950342933917
108024592838097465800,116340600090106376267
107727150903234299458,104428814384443083380
107727150903234299458,107558061013247958406
108343902805808619968,103133177397090504113
114346317659753507000,108189587050871927619
103839604733587411268,103103834116993607848
109877035555455451821,105450804580077896136
104896478495888175813,112188647432305746617
109829103207295789295,115919664843599780912
102665200552377966664,108397967064327046187
100555383096414009506,112662956693744460184
107991035368810507771,109443407918560334714
107892094740226004193,101948839174240778386
110792617224152644180,111513549056668450674
111860497034317566483,115450369001355623660
113211392356513293746,106724181552911298818
110258899475477198037,107332232527606860180
107383157816966336384,112726038360301567381
108222776324091828698,109667384864782087641
107959790171356428064,101948839174240778386
113764089012565237302,118230138066120295920
108322543021146059132,108159551615224338529
117680872003014443769,112761413213697188630
111035851894814840076,115708767330504735644
107033731246200681024,104376123433741873548
104064546334481015008,114979831891112909762
111142884289817620371,114516047414042281846
110258899475477198037,113371583041637564562
117741745713138927677,102871123574468799566
116766352265080910418,108219993075584340257
111162301399626566385,108855200241623204226
114466969251209334825,105841645449323318101
114345903275605514915,105015334290243649083
112579116320573535497,113464569897311842405
116973390574320264137,115404182941170857382
116513405135290689474,106792630639449031994
114516047414042281846,115655034901162574758
116374117927631468606,109923941665874520762
111164617594851614734,107469895927414342167
110615203095633370838,110286587261352351537
101283929962950159921,105076678694475690385
112188647432305746617,115027126761228160442
109306827362311084040,113210431006401244170
107367382218779881065,110348137481819778312
100377940347053808663,114969675270324680172
117286003363424561697,102604554618567108175
100141781431561572345,106086121009771648314
100075370731033242197,107861942561128674596
105650167745347450637,105084887709488317066
102965645472907300610,104298156070730115178
108008623488351650065,101174951617223562800
100447532306249738876,117068310245969878270
107379489464447013340,113364856660738963998
109317282441167678380,113920721823301219308
105857903906473238896,113710395888978478005
112105164797306466706,105841645449323318101
104602860284118862026,101235095970404720691
100555383096414009506,117310042965407401917
115243459806091371553,102854311912714900388
109486203725207616885,108246154658242260598
118224579703977604263,105557068601771362265
115541776543203333211,109398421611492546729
100327603635717936220,100209651993563042175
102002299339025067376,111538009015644508967
105248484118148978714,111962077049890418486
105857903906473238896,117286003363424561697
102915801446798382700,110456453592220725136
115106448444522478339,114765095157367281222
107055831699570675932,112413860260589530492
111159036121102171686,118416649789161476974
101448421982595335481,115017840964219023171
106467891941793155295,116975073519439921514
103461291458554701630,102443055443356357765
115622466243011136115,114487965928288927815
107760322959931160638,112450551749208408589
109318802055851257299,101350483659542128390
102815391713140794570,102669925369002527521
101261243957067319422,114592751246503219483
104679138423679974698,103536565508377128620
105363480331625813313,103135469583952620852
108736646334864181044,103721531088765428547
102904072906435195211,101261243957067319422
113127486243987630038,118197810020432218051
114301140286672625486,117691391504351341685
111711145986835145800,108645589277926899961
101733511248571240829,102443055443356357765
114345903275605514915,113003110209055466285
103103834116993607848,114951205049465295685
107151624355255036787,101441913939865423456
114126308045090257233,113493854651753327245
106612198252274444886,103053466327430879895
102038831382717835405,106198127150293840110
112276589013569458330,110286587261352351537
116819601264686093434,111058843129764709244
114850559479625069262,114717554329322767813
115578224090485355580,100043057758270223301
101052845941647002594,107534991451098430533
111711145986835145800,113340344488226387361
114870652491954460386,102737705736968820678
100956828577544924912,107846023896290257492
103103834116993607848,102476152658204495450
106493827472880328627,102766762874150493364
113554941842237111460,102271937385988687810
113261832667487932178,113364856660738963998
113097276181543898574,106912596786226524817
112658509879375652305,115710735637044108808
113523342129587107920,104586573589872571364
109454408494598337213,104397059726359189186
112330426094287690538,100834378485895409468
115047896996200277508,111538009015644508967
107991035368810507771,116807883656585676940
107375322906605680039,111056444123779199997
113581596275616200424,108320953284407783437
110351160992477343545,103097764320602190090
112330426094287690538,116872576248355504859
103020757351652425388,107159481602229362655
103795921262630398720,106755489263544557975
115919664843599780912,110446538727989465968
104602860284118862026,104895617958403173354
104679138423679974698,102315706662673946809
107892094740226004193,103916508880440628637
101052845941647002594,111538009015644508967
106724181552911298818,100834378485895409468
113202456305358222294,103135469583952620852
106682831104422461380,105237212888595777019
113882113745075873153,116570889542655364711
107782428411922679571,102965501513711820631
107211094246725549672,108615254983735704342
114857801937726299428,114987957963756854287
114742546997782116347,103618199843630115520
110171339580648239267,113882113745075873153
111162301399626566385,107236664740300085612
112651821425677274147,106755489263544557975
107991035368810507771,100327603635717936220
103150328351925153314,108052690474414852355
108322543021146059132,114066634313661891222
114301140286672625486,101174951617223562800
109486203725207616885,110523063757168736259
111121336912406932897,113475277239647026452
117691391504351341685,100940716892313727285
101682840338947184385,107782171898361344570
104896478495888175813,113180815516125966443
114345903275605514915,112671613807103204042
100327603635717936220,107861942561128674596
109201681846030076792,105850770551722768952
106324260969464307293,106384851351514110088
113202456305358222294,111435079858164240138
113684228229434604484,107495401691428541405
104250970445890717876,111164095920889813531
110318982509514011806,118207880179234484610
112875351967017263037,103133177397090504113
116229548584533052328,103997409386976193988
109823866624096356922,106450719398380308721
100333543044473222310,112218872649456413744
116719211656774388392,105366745723396342244
111711145986835145800,101948839174240778386
103833388179391400138,112650518269025150644
105668631124768022675,106944536119733342041
110877363259509543172,104987932455782713675
100923216452194411003,101799324245089780949
115958937168985975805,102556961352393259945
110788689115113965536,106100296973968329853
103006433735164333713,108246154658242260598
116807883656585676940,105547060999578080024
102817283354809142195,101560853443212199687
106037779398952255385,101944909681458315798
107383157816966336384,111538009015644508967
112737087024763980113,100854202666064752024
106862156479660675047,101475898311559705983
117741745713138927677,107300439022352685764
105598331474460267998,106166623138751182431
102829356913057400397,117220229319287930142
102204551868146455501,103429767916333774260
108462037665756760359,116805285176805120365
109318802055851257299,118230138066120295920
112395984886882740302,101235095970404720691
107959790171356428064,102457738449602087840
104424338679069151673,118234550056300061982
114345903275605514915,108056398297424061653
102665200552377966664,104401121686781166984
106724181552911298818,102648148748642147788
111108757011887504525,110863422139789681191
112658509879375652305,111991876596496628445
112737087024763980113,114870652491954460386
117920836752193813135,106517092226488584705
105312096129013929007,109813896768294978296
100447532306249738876,109699802280969182272
107833107845497630206,113097276181543898574
111288574156818690676,114685727151899977785
103490014051577974992,104428814384443083380
116570889542655364711,110260043240685719403
110446538727989465968,106166623138751182431
102255986016613110352,113729277367184919773
107111579950257773726,107318169263608653171
116229548584533052328,103795921262630398720
109946174927229272395,114632854492678778509
112707199408484711520,113210431006401244170
116247667398036716276,103216887847401478447
118230138066120295920,108736646334864181044
104896478495888175813,113768306902375393490
102815391713140794570,107177203146640599248
109849052345512343653,110818385850684816555
116979744203859215898,113729277367184919773
113384490254116477731,113581596275616200424
113116318008017777871,113210431006401244170
107211094246725549672,117270655453846612117
116719211656774388392,117556389603643931415
114346317659753507000,115925885941625757982
105126600602218044918,116766352265080910418
110260043240685719403,113882113745075873153
111860497034317566483,103833388179391400138
107797841320768724118,105910977869522122580
107612997855711957528,108079904701697074842
114121522802422541341,116663982997041117781
109877035555455451821,116819601264686093434
102865263115020893218,106567570642614609073
111135306200683567183,101046956874219339437
114870652491954460386,114247122654933033701
116737306836663798171,108998673146368660257
111162301399626566385,106330246449513547886
100124389520659251191,116663982997041117781
117680872003014443769,106189723444098348646
109317282441167678380,113842444453130095060
110258899475477198037,103150328351925153314
112579116320573535497,107732802446301744236
112433233162542061134,108159551615224338529
106944536119733342041,107833107845497630206
111159671558660040486,102397052073935758476
108998673146368660257,101777016929613982157
117377434815709898403,106318111152683661692
116737306836663798171,100221555167886931877
101157854606139706613,101977577738512604757
100447532306249738876,116196023757975181048
118224579703977604263,111002131107129454275
117297867503542100495,116197193480724162859
114346317659753507000,107905455800180378660
112333933532796782076,117680872003014443769
105068531496447333786,114592751246503219483
116339430670263519533,104672614700283598130
103203314859566576853,108551811075711499995
113217924531763968801,107140884077582692033
105741303026472281088,110818385850684816555
107926385284408156819,115772174763814642163
105741303026472281088,104174037294742207726
103020757351652425388,113210431006401244170
103103834116993607848,109980414289125676367
103721531088765428547,109019976856333185847
114345903275605514915,114700236104341164111
100275307499530023476,108159551615224338529
110668479729372555286,101111725148957537937
104679138423679974698,107182023412675026262
110788689115113965536,106724181552911298818
107527001343993112621,105118981108167668145
107782428411922679571,106160293361349494652
110877363259509543172,110446538727989465968
116059703588219590243,117220917963904171499
111814943123095142956,114313282220656400650
106808688302434879780,113364856660738963998
116807883656585676940,116975073519439921514
102725109790365996602,112599748506977857728
108736646334864181044,101948839174240778386
102547044539623029950,105118981108167668145
107760322959931160638,100062540864597103249
115106448444522478339,112726038360301567381
105857903906473238896,108998673146368660257
101692096009250888838,107727150903234299458
111677335179568356696,116366087532591682557
112859244767729828637,101765416973555767821
107182023412675026262,110347380425323822802
103216887847401478447,109923941665874520762
105126600602218044918,106992071744711893668
106507463771539639056,112844561713780016118
112527318327313368964,110776101657735290617
104263215209933653538,100209651993563042175
111539653677669889601,104861217131133021649
104687831543694050353,111079409215987263795
112364132652438722780,112063946124358686266
112188647432305746617,104687831543694050353
111538009015644508967,113364856660738963998
105198837466762147542,106992071744711893668
116420525701620762245,109946174927229272395
113384490254116477731,112188647432305746617
113650768571943394508,102817283354809142195
113340344488226387361,116464344073545994074
117265302061982152409,113222062708936891262
109486203725207616885,112353210404102902472
112875351967017263037,108958174760197809965
106075758531242552855,103399926392582289066
116766352265080910418,111775909611846609731
108466870039650470305,116347431032639424492
102255986016613110352,113493854651753327245
114092052797730247075,114685727151899977785
114345903275605514915,102476152658204495450
108515337642482876128,104038699355103594931
107625557514813177939,110877363259509543172
108105194941776408439,112671613807103204042
114308997625908526960,101650411383078099702
100333543044473222310,103438332263642514693
103090889232468301451,108855200241623204226
111121994667003605939,102522934609785480475
100043057758270223301,117204793383823278359
114744510189908480227,107117483540235115863
110593963566088558937,103861741370066605527
104743018975943257212,110454253627715621789
102038831382717835405,104737437767089317857
105126600602218044918,117501857213226184953
105857903906473238896,110865239138634754687
105598331474460267998,114466969251209334825
104687831543694050353,115450369001355623660
117388252776312694644,103140137391526341351
108346637271615594833,100447532306249738876
111711145986835145800,100529254209883138518
114516047414042281846,109412257237874861202
117527718645259277548,107590093667978669374
103616688306533110915,102915801446798382700
113514115429569600130,103833388179391400138
101748070371523002333,106162495480110745488
109130886479781915270,112063946124358686266
113348350930471935594,113506898598086193893
113127486243987630038,111514703680615678387
102915801446798382700,102669925369002527521
110792617224152644180,109895887909967698705
107300439022352685764,113842444453130095060
107534991451098430533,101738342045651955119
103368812767070779872,105847419267701979492
113003110209055466285,105557068601771362265
103861741370066605527,103100496883422151101
106558284273162270526,106189723444098348646
100333543044473222310,107111579950257773726
112555506420381923902,105638923496773907911
105237212888595777019,115478779964227301239
105668631124768022675,118234550056300061982
109446005446985447768,106944536119733342041
100555383096414009506,117290454194091097715
105363480331625813313,105366745723396342244
103490014051577974992,114757464889188562276
115919664843599780912,109051167482734565875
111159671558660040486,101157854606139706613
101692096009250888838,113064201123974964733
104424338679069151673,104428814384443083380
107892094740226004193,109596373340495798827
111058843129764709244,103150328351925153314
118303283951449952966,102991700177087923792
116229548584533052328,106737308305135313033
101682840338947184385,112906622029151482093
106707821265981413302,109667384864782087641
102038831382717835405,107356917258074344209
102665200552377966664,105198837466762147542
103721531088765428547,107367382218779881065
110258899475477198037,111480413428119678209
